"conceptSetId","conceptSetName","conceptId","conceptName","standardConcept","invalidReason","conceptCode","vocabularyId"
114,"[C06][H1] Uveitis",1245650,"Papilledema of left eye due to intraocular pressure below reference range","S","V","15731441000119100","SNOMED"
114,"[C06][H1] Uveitis",1246255,"Right peripheral focal choroiditis","S","V","333191000119103","SNOMED"
114,"[C06][H1] Uveitis",1246256,"Right peripheral focal chorioretinitis","S","V","333201000119100","SNOMED"
114,"[C06][H1] Uveitis",1246257,"Peripheral disseminated choroiditis of right eye","S","V","333211000119102","SNOMED"
114,"[C06][H1] Uveitis",1246267,"Right macular focal retinitis","S","V","333991000119100","SNOMED"
114,"[C06][H1] Uveitis",1246270,"Right juxtapapillary focal chorioretinitis","S","V","334641000119103","SNOMED"
114,"[C06][H1] Uveitis",1246275,"Generalized disseminated chorioretinitis of right eye","S","V","335051000119108","SNOMED"
114,"[C06][H1] Uveitis",1246276,"Right focal choroiditis","S","V","335101000119108","SNOMED"
114,"[C06][H1] Uveitis",1246281,"Disseminated chorioretinitis of right eye","S","V","335371000119101","SNOMED"
114,"[C06][H1] Uveitis",1246293,"Left peripheral focal choroiditis","S","V","338801000119106","SNOMED"
114,"[C06][H1] Uveitis",1246294,"Left peripheral focal chorioretinitis","S","V","338811000119109","SNOMED"
114,"[C06][H1] Uveitis",1246295,"Peripheral disseminated choroiditis of left eye","S","V","338821000119102","SNOMED"
114,"[C06][H1] Uveitis",1246304,"Left macular focal retinitis","S","V","339591000119106","SNOMED"
114,"[C06][H1] Uveitis",1246308,"Left juxtapapillary focal chorioretinitis","S","V","340241000119106","SNOMED"
114,"[C06][H1] Uveitis",1246313,"Generalized disseminated chorioretinitis of left eye","S","V","340661000119108","SNOMED"
114,"[C06][H1] Uveitis",1246314,"Left focal choroiditis","S","V","340711000119103","SNOMED"
114,"[C06][H1] Uveitis",1246319,"Disseminated chorioretinitis of left eye","S","V","340981000119106","SNOMED"
114,"[C06][H1] Uveitis",1246350,"Bilateral peripheral focal choroiditis","S","V","344571000119105","SNOMED"
114,"[C06][H1] Uveitis",1246351,"Bilateral peripheral focal chorioretinitis","S","V","344581000119108","SNOMED"
114,"[C06][H1] Uveitis",1246352,"Peripheral disseminated choroiditis of bilateral eyes","S","V","344591000119106","SNOMED"
114,"[C06][H1] Uveitis",1246362,"Bilateral macular focal retinitis","S","V","345231000119105","SNOMED"
114,"[C06][H1] Uveitis",1246366,"Bilateral juxtapapillary focal chorioretinitis","S","V","345601000119100","SNOMED"
114,"[C06][H1] Uveitis",1246373,"Generalized disseminated chorioretinitis of bilateral eyes","S","V","345971000119104","SNOMED"
114,"[C06][H1] Uveitis",1246374,"Bilateral focal choroiditis","S","V","346021000119106","SNOMED"
114,"[C06][H1] Uveitis",1412802,"Chorioretinal inflammation","N","V","H30","ICD10CN"
114,"[C06][H1] Uveitis",1412803,"Focal chorioretinal inflammation","N","V","H30.0","ICD10CN"
114,"[C06][H1] Uveitis",1412804,"Focal chorioretinal inflammation","N","V","H30.000","ICD10CN"
114,"[C06][H1] Uveitis",1412805,"Near the nipple Chorioretinitis (machine translation)","N","V","H30.001","ICD10CN"
114,"[C06][H1] Uveitis",1412806,"Disseminated chorioretinal inflammation","N","V","H30.1","ICD10CN"
114,"[C06][H1] Uveitis",1412807,"Disseminated chorioretinal inflammation","N","V","H30.100","ICD10CN"
114,"[C06][H1] Uveitis",1412808,"Posterior cyclitis","N","V","H30.2","ICD10CN"
114,"[C06][H1] Uveitis",1412809,"Posterior cyclitis","N","V","H30.200","ICD10CN"
114,"[C06][H1] Uveitis",1412810,"Other chorioretinal inflammations","N","V","H30.8","ICD10CN"
114,"[C06][H1] Uveitis",1412811,"Other chorioretinal inflammations","N","V","H30.800","ICD10CN"
114,"[C06][H1] Uveitis",1412812,"Harada disease (machine translation)","N","V","H30.801","ICD10CN"
114,"[C06][H1] Uveitis",1412813,"Chorioretinal inflammation, unspecified","N","V","H30.9","ICD10CN"
114,"[C06][H1] Uveitis",1412814,"Chorioretinal inflammation, unspecified","N","V","H30.900","ICD10CN"
114,"[C06][H1] Uveitis",1412815,"Neuroretinitis (machine translation)","N","V","H30.901","ICD10CN"
114,"[C06][H1] Uveitis",1412816,"Choroiditis (machine translation)","N","V","H30.902","ICD10CN"
114,"[C06][H1] Uveitis",1412842,"Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere","N","V","H32.0","ICD10CN"
114,"[C06][H1] Uveitis",1413070,"Papilloedema, unspecified","N","V","H47.1","ICD10CN"
114,"[C06][H1] Uveitis",1413071,"Papilloedema, unspecified","N","V","H47.100","ICD10CN"
114,"[C06][H1] Uveitis",1413072,"Papilledema (machine translation)","N","V","H47.101","ICD10CN"
114,"[C06][H1] Uveitis",1448878,"Disseminated posterior pole retinitis","S","V","1343647001","SNOMED"
114,"[C06][H1] Uveitis",1448879,"Left disseminated posterior pole retinitis","S","V","1343648006","SNOMED"
114,"[C06][H1] Uveitis",1448880,"Right disseminated posterior pole retinitis","S","V","1343649003","SNOMED"
114,"[C06][H1] Uveitis",1448881,"Bilateral disseminated posterior pole retinitis","S","V","1343650003","SNOMED"
114,"[C06][H1] Uveitis",1448882,"Left disseminated retinitis","S","V","1343651004","SNOMED"
114,"[C06][H1] Uveitis",1448883,"Right disseminated retinitis","S","V","1343652006","SNOMED"
114,"[C06][H1] Uveitis",1448884,"Bilateral disseminated retinitis","S","V","1343662004","SNOMED"
114,"[C06][H1] Uveitis",1450453,"Right disseminated posterior pole chorioretinitis","S","V","333031000119103","SNOMED"
114,"[C06][H1] Uveitis",1450454,"Right disseminated peripheral chorioretinitis","S","V","333221000119109","SNOMED"
114,"[C06][H1] Uveitis",1450456,"Right disseminated choroiditis","S","V","335361000119107","SNOMED"
114,"[C06][H1] Uveitis",1450457,"Left disseminated posterior pole chorioretinitis","S","V","338641000119107","SNOMED"
114,"[C06][H1] Uveitis",1450458,"Left disseminated peripheral chorioretinitis","S","V","338831000119104","SNOMED"
114,"[C06][H1] Uveitis",1450459,"Left disseminated choroiditis","S","V","340971000119108","SNOMED"
114,"[C06][H1] Uveitis",1450461,"Bilateral disseminated peripheral chorioretinitis","S","V","344601000119104","SNOMED"
114,"[C06][H1] Uveitis",1568676,"Chorioretinal inflammation","N","V","H30","ICD10CM"
114,"[C06][H1] Uveitis",1568677,"Focal chorioretinal inflammation","N","V","H30.0","ICD10CM"
114,"[C06][H1] Uveitis",1568678,"Unspecified focal chorioretinal inflammation","N","V","H30.00","ICD10CM"
114,"[C06][H1] Uveitis",1568679,"Focal chorioretinal inflammation, juxtapapillary","N","V","H30.01","ICD10CM"
114,"[C06][H1] Uveitis",1568680,"Focal chorioretinal inflammation of posterior pole","N","V","H30.02","ICD10CM"
114,"[C06][H1] Uveitis",1568681,"Focal chorioretinal inflammation, peripheral","N","V","H30.03","ICD10CM"
114,"[C06][H1] Uveitis",1568682,"Focal chorioretinal inflammation, macular or paramacular","N","V","H30.04","ICD10CM"
114,"[C06][H1] Uveitis",1568683,"Disseminated chorioretinal inflammation","N","V","H30.1","ICD10CM"
114,"[C06][H1] Uveitis",1568684,"Unspecified disseminated chorioretinal inflammation","N","V","H30.10","ICD10CM"
114,"[C06][H1] Uveitis",1568685,"Disseminated chorioretinal inflammation of posterior pole","N","V","H30.11","ICD10CM"
114,"[C06][H1] Uveitis",1568686,"Disseminated chorioretinal inflammation, peripheral","N","V","H30.12","ICD10CM"
114,"[C06][H1] Uveitis",1568687,"Disseminated chorioretinal inflammation, generalized","N","V","H30.13","ICD10CM"
114,"[C06][H1] Uveitis",1568688,"Posterior cyclitis","N","V","H30.2","ICD10CM"
114,"[C06][H1] Uveitis",1568689,"Other chorioretinal inflammations","N","V","H30.8","ICD10CM"
114,"[C06][H1] Uveitis",1568690,"Other chorioretinal inflammations","N","V","H30.89","ICD10CM"
114,"[C06][H1] Uveitis",1568691,"Unspecified chorioretinal inflammation","N","V","H30.9","ICD10CM"
114,"[C06][H1] Uveitis",1568847,"Papilledema","N","V","H47.1","ICD10CM"
114,"[C06][H1] Uveitis",2785820,"Computerized Tomography (CT Scan) of Multiple Coronary Arteries using Intravascular Optical Coherence","S","V","B221Z2Z","ICD10PCS"
114,"[C06][H1] Uveitis",2785828,"Computerized Tomography (CT Scan) of Multiple Coronary Artery Bypass Grafts using Intravascular Optical Coherence","S","V","B223Z2Z","ICD10PCS"
114,"[C06][H1] Uveitis",3075068,"Chronic iridocyclitis","N","D","75685000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3081649,"Chronic iridocyclitis","N","D","193491003","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3085759,"Blurring of optic disk","N","U","111526001","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3105479,"Chronic cyclitis","N","U","155118006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3105554,"Chorioretinitis","N","U","155199002","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123439,"Retinal vasculitis NOS","N","U","193367006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123487,"Focal chorioretinitis and retinochoroiditis","N","U","193432007","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123488,"Unspecified focal chorioretinitis","N","U","193433002","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123489,"Other posterior pole focal chorioretinitis","N","U","193435009","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123490,"Other posterior pole focal retinitis","N","U","193437001","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123491,"Focal chorioretinitis or retinochoroiditis NOS","N","U","193439003","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123492,"Unspecified disseminated chorioretinitis","N","U","193441002","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123493,"Disseminated chorioretinitis and retinochoroiditis NOS","N","U","193447003","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123494,"Other chorioretinitis and retinochoroiditis","N","U","193448008","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123495,"Choroiditis NOS","N","U","193449000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123496,"Retinitis NOS","N","U","193450000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123498,"Posterior cyclitis","N","U","193452008","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123500,"Other chorioretinitis or retinochoroiditis NOS","N","U","193454009","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123526,"Chronic anterior uveitis","N","U","193494006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123935,"Unspecified papilloedema","N","U","194038006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123936,"Papilloedema due to low ocular pressure","N","U","194039003","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123937,"Papilloedema due to retinal disorder","N","U","194040001","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3123938,"Papilloedema NOS","N","U","194041002","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3127922,"Papilloedema associated with retinal disorder","N","U","20105004","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3137684,"Parasitic chorioretinitis","N","U","231991004","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3143662,"Chorioretinitis","N","U","270531006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3146730,"Chronic anterior uveitis","N","U","308126005","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3147241,"Inflammatory papillitis","N","U","314409008","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3147351,"Papilloedema associated with increased intracranial pressure","N","U","3170006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3157188,"Chronic cyclitis","N","U","398322000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3159920,"Focal retinitis","N","U","458003","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3161656,"Retinal perivasculitis","N","U","63422009","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3162330,"Juxtapapillary focal retinochoroiditis","N","U","699760008","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3163610,"Papilloedema associated with decreased ocular pressure","N","U","79155000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3168491,"Birdshot retinochoroidopathy","N","V","231981005","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3173435,"Retinal vasculitis due to polyarteritis nodosa","N","V","416703007","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3175208,"Paramacular focal retinitis","N","V","699758006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3175336,"Posterior pole focal chorioretinitis","N","V","373667006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3185259,"Retinal vasculitis","N","V","77628002","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3185346,"Vitreous cells","N","V","247086006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3187528,"Papilloedema - optic disc oedema due to raised intracranial pressure","N","V","423488006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3190477,"Focal choroiditis of posterior pole of eye","N","V","699763005","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3216301,"Papilledema of left eye","N","V","15731561000119100","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3219139,"Macular focal chorioretinitis","N","V","42031001","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3220824,"Idiopathic panuveitis","N","V","766933000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3224368,"Vitreous red blood cells","N","V","421517002","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3227211,"Metastatic disseminated retinitis","N","V","193445006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3229556,"White dot syndrome","N","V","415843000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3231099,"Frosted branch angiitis","N","V","414297000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3231779,"Idiopathic optic disc swelling","N","V","312943008","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3232832,"Posterior segment fluorescein angiography","N","V","252822006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3236150,"Acute multifocal placoid pigment epitheliopathy of right eye","N","V","336511000119108","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3238287,"Multiple evanescent white dot syndrome","N","V","312951006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3242494,"Noninfectious panuveitis","N","V","733337008","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3243910,"Juxtapapillary focal chorioretinitis","N","V","193436005","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3245068,"Disseminated peripheral chorioretinitis","N","V","193443004","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3245433,"Integrated optical coherence tomography and scanning laser ophthalmoscopy","N","V","416369006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3250399,"Disseminated choroiditis and chorioretinitis, posterior pole","N","V","51579006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3250869,"Juxtapapillary focal choroiditis and chorioretinitis","N","V","6313001","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3257001,"Optical coherence tomography","N","V","392010000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3257213,"Papilloretinitis","N","V","410471004","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3258143,"Paramacular focal retinochoroiditis","N","V","699761007","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3259787,"Generalised disseminated choroiditis","N","V","698881006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3260345,"Optic disc swelling co-occurrent with uveitis","N","V","722607009","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3263010,"Segmental retinal periarteritis","N","V","417544004","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3263393,"Generalised disseminated chorioretinitis","N","V","193444005","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3264389,"Foster-Kennedy syndrome","N","V","87764000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3268159,"Optical coherence tomography of eye region","N","V","426241002","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3269319,"Focal juxtapapillary choroiditis","N","V","193434008","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3270228,"Peripheral disseminated choroiditis and chorioretinitis","N","V","69811008","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3270689,"Diffuse uveitis","N","V","75614007","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3272740,"Peripheral focal retinitis and retinochoroiditis","N","V","36535003","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3273706,"Intravascular imaging of coronary vessel by optical coherence tomography","N","V","698254001","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3274689,"Onchocerca chorioretinitis","N","V","231992006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3279313,"Retinal perivasculitis","N","V","54122009","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3281533,"Parasitic choroiditis","N","V","359695002","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3289565,"Focal retinitis of posterior pole of eye","N","V","699515009","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3290904,"Acute multifocal placoid pigment epitheliopathy of left eye","N","V","342121000119108","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3290979,"Retinitis","N","V","399463004","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3291297,"Pars planitis","N","V","45688009","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3291539,"General chorioretinitis w acute necrosis","N","V","14894002","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3292017,"Chorioretinal inflammation","N","V","46627006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3292731,"Krill's retinal pigment epitheliitis","N","V","231983008","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3297579,"Serpiginous choroidal dystrophy","N","V","312491004","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3297637,"Disseminated retinitis","N","V","61922005","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3299164,"Idiopathic choroiditis","N","V","312931007","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3299850,"Retinal arteriolitis","N","V","417019000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3301026,"Peripheral focal chorioretinitis","N","V","56787009","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3305540,"Punctate inner choroidopathy","N","V","312950007","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3306159,"Posterior pole disseminated choroiditis","N","V","698883009","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3306188,"Neuroretinitis","N","V","46497009","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3314409,"Parasitic chorioretinitis","N","V","359698000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3315813,"Sarcoid uveitis","N","V","415359008","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3316048,"Peripheral focal retinochoroiditis","N","V","193438006","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3318383,"Toxocara chorioretinitis","N","V","231994007","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3322105,"Focal retinitis","N","V","359668007","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3324140,"Macular focal retinitis","N","V","699757001","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3328818,"Sympathetic ophthalmitis","N","V","75315001","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3330996,"Panuveitis in Behcet syndrome","N","V","410481000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3334839,"Optic papillitis","N","V","73221001","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3335577,"Focal retinochoroiditis","N","V","15847003","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3335702,"Monofocal choroiditis","N","V","1979001","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3335961,"Idiopathic retinitis","N","V","312932000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3337066,"Retinal endarteritis","N","V","86191000","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3338010,"Retinal vasculitis due to systemic lupus erythematosus","N","V","417303004","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3340520,"Vitreous white blood cells","N","V","421775001","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3340932,"Oedema of optic disc of left eye","N","V","15930341000119109","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3341282,"Posterior uveitis","N","V","43363007","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3346546,"Disseminated retinochoroiditis","N","V","78769001","Nebraska Lexicon"
114,"[C06][H1] Uveitis",3349193,"Multifocal choroiditis and panuveitis syndrome","N","V","414784001","Nebraska Lexicon"
