"conceptSetId","conceptSetName","conceptId","conceptName","standardConcept","invalidReason","conceptCode","vocabularyId"
103,"[C04][H1][S01] Deep Vein Thrombosis",3151532,"Thrombosis of vein of leg","N","U","370249006","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3168768,"Thrombosis of vein of lower limb","N","V","309735004","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3168913,"Acute deep venous thrombosis of bilateral calves","N","V","12237551000119104","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3174084,"Acute thrombosis of superficial vein of right lower extremity","N","V","15711761000119100","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3174854,"Tibial vein thrombosis","S","V","8350001000004105","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3179895,"Acute thrombosis of superficial veins of both lower extremities","N","V","15711841000119105","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3183845,"Bilateral deep vein thrombosis of lower extremities","N","V","444325005","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3185768,"Popliteal vein thrombosis","S","V","8340001000004107","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3186855,"Acute deep venous thrombosis of politeal vein of right leg","N","V","285581000119106","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3215478,"Phlegmasia alba dolens","N","V","66923004","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3219962,"Deep vein thrombosis of leg related to air travel","N","V","134399007","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3240254,"Acute deep venous thrombosis of bilateral popliteal veins","N","V","285561000119102","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3241323,"Phlegmasia caerula dolens","N","V","66877004","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3242820,"Acute deep venous thrombosis of tibial vein of right leg","N","V","285641000119100","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3244562,"Left peroneal vein thrombosis","N","V","16730001000004104","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3244582,"Acute deep venous thrombosis of left lower extremity","N","V","350301000119104","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3244653,"Thrombosis of superficial vein of lower limb","N","V","429434005","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3250489,"Acute deep venous thrombosis of bilateral ileofemoral veins","N","V","285441000119102","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3251835,"Inflammatory thrombosis of superficial vein of lower leg","N","V","449926001","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3257924,"Deep venous thrombosis of lower extremity","N","V","404223003","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3270821,"Acute deep venous thrombosis of tibial vein of left leg","N","V","285631000119109","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3272457,"Deep venous thrombosis of left lower extremity","N","V","448841000124100","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3275037,"Acute deep vein thrombosis of left lower limb following procedure","N","V","15711401000119105","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3277801,"Acute deep venous thrombosis of ileofemoral vein of right lower extremity","N","V","285461000119103","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3282497,"Acute deep venous thrombosis of femoral vein","N","V","132291000119106","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3290516,"Acute deep venous thrombosis of popliteal vein of left leg","N","V","285571000119108","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3319290,"Acute thrombosis of superficial vein of left lower extremity","N","V","15711801000119108","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3320321,"Deep venous thrombosis of tibial vein","N","V","438785004","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3320910,"Deep venous thrombosis of femoropopliteal vein","N","V","703277001","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3333731,"Acute deep venous thrombosis of bilateral tibial veins","N","V","285621000119106","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3335090,"Acute deep venous thrombosis of bilateral femoral veins","N","V","285381000119104","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3336143,"Acute deep venous thrombosis of right femoral vein","N","V","285401000119104","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3336505,"Acute thrombosis of superficial vein of lower limb","N","V","709597002","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3339593,"Acute deep venous thrombosis of ileofemoral vein of left lower extremity","N","V","285451000119100","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3342948,"Lower venous segment thrombosis","N","V","234043001","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3347179,"Acute deep venous thrombosis of popliteal vein","N","V","132251000119101","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3349590,"Deep venous thrombosis of right lower extremity","N","V","448831000124105","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3351121,"Acute deep vein thrombosis of lower limb","N","V","651000119108","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3363708,"Acute deep venous thrombosis of right lower extremity","N","V","350311000119101","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3365800,"Acute deep venous thrombosis of thigh","N","V","132271000119105","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3370638,"Deep venous thrombosis of peroneal vein","N","V","443210003","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3390351,"Acute deep venous thrombosis of tibial vein","N","V","132261000119104","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3396629,"Acute deep venous thrombosis of lower extremity as complication of procedure","N","V","136781000119101","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3400260,"Postpartum iliofemoral thrombophlebitis","N","V","62583006","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3406225,"Acute deep vein thrombosis of right lower limb following procedure","N","V","15711241000119106","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3406996,"Acute deep venous thrombosis of left femoral vein","N","V","285391000119101","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3407379,"Acute deep venous thrombosis of bilateral lower extremities","N","V","350291000119100","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3407739,"Deep venous thrombosis of profunda femoris vein","N","V","427775006","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3407910,"Deep venous thrombosis of the popliteal vein","N","V","427776007","Nebraska Lexicon"
103,"[C04][H1][S01] Deep Vein Thrombosis",3523640,"Deep vein thrombosis of leg related to intravenous drug use","N","D","176351000000100","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",3529786,"Deep vein thrombosis of peroneal vein","N","U","503701000000105","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",3563787,"Deep venous thrombosis of peroneal vein","N","U","509701000000108","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",3655221,"Deep vein thrombosis of lower extremity due to intravenous drug use","S","V","860699005","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",4046884,"Deep vein thrombosis of leg related to air travel","S","V","134399007","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",4124857,"Thrombosis of vein of lower leg","S","V","234043001","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",4149782,"Thrombosis of vein of lower limb","S","V","309735004","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",4175649,"Thrombosis of the popliteal vein","S","V","427776007","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",4189004,"Deep vein thrombosis of leg related to intravenous drug use","N","D","413956008","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",4207899,"Deep venous thrombosis of tibial vein","S","V","438785004","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",4269051,"Phlegmasia alba dolens in puerperium","S","V","62583006","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",4281689,"Phlegmasia alba dolens","S","V","66923004","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",4284538,"Phlegmasia cerulea dolens","S","V","66877004","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",4322565,"Deep venous thrombosis of profunda femoris vein","S","V","427775006","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",4323778,"Thrombosis of superficial vein of lower limb","S","V","429434005","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",35207892,"Acute embolism and thrombosis of unspecified deep veins of lower extremity","N","V","I82.40","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",35615034,"Acute deep vein thrombosis of right lower limb following procedure","S","V","15711241000119106","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",35615035,"Acute deep vein thrombosis of left lower limb following procedure","S","V","15711401000119105","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",37109253,"Bilateral acute deep vein thrombosis of femoral veins","S","V","285381000119104","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",37169261,"Acute deep vein thrombosis of bilateral lower limbs following procedure","S","V","15711321000119106","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",37689329,"DVT of calf","C","V","10013878","MedDRA"
103,"[C04][H1][S01] Deep Vein Thrombosis",37689330,"DVT of legs","C","V","10013879","MedDRA"
103,"[C04][H1][S01] Deep Vein Thrombosis",37689338,"Thrombosis of leg deep venous","C","V","10043630","MedDRA"
103,"[C04][H1][S01] Deep Vein Thrombosis",37689342,"Venous thrombosis deep limb","C","V","10047252","MedDRA"
103,"[C04][H1][S01] Deep Vein Thrombosis",37689345,"Deep venous thrombosis femoral","C","V","10049916","MedDRA"
103,"[C04][H1][S01] Deep Vein Thrombosis",37689351,"Popliteal vein thrombosis","C","V","10062589","MedDRA"
103,"[C04][H1][S01] Deep Vein Thrombosis",37689352,"Deep vein thrombosis leg","C","V","10065052","MedDRA"
103,"[C04][H1][S01] Deep Vein Thrombosis",37689409,"Superficial venous thrombosis of leg","C","V","10042564","MedDRA"
103,"[C04][H1][S01] Deep Vein Thrombosis",37689415,"Thrombosis of leg superficial venous","C","V","10043631","MedDRA"
103,"[C04][H1][S01] Deep Vein Thrombosis",40297065,"Deep venous thrombosis of lower extremity","N","D","128057002","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",40393659,"Thrombosis of vein of lower limb","N","U","195419004","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",40478951,"Bilateral deep vein thrombosis of lower extremities","S","V","444325005","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",40480555,"Deep venous thrombosis of peroneal vein","S","V","443210003","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",40545294,"Deep vein thrombosis of leg related to air travel","N","U","366830006","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",40545714,"Deep vein thrombosis of leg related to air travel","N","U","366911007","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",40545715,"Deep vein thrombosis of lower limb","N","D","366912000","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",40547443,"Thrombosis of vein of leg","N","U","370249006","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",43531681,"Acute deep vein thrombosis of lower limb","S","V","651000119108","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",44782743,"Acute deep venous thrombosis of popliteal vein","S","V","132251000119101","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",44782744,"Acute deep venous thrombosis of tibial vein","S","V","132261000119104","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",44782745,"Acute deep venous thrombosis of thigh","S","V","132271000119105","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",44782747,"Acute deep venous thrombosis of femoral vein","S","V","132291000119106","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",44782767,"Acute deep venous thrombosis of lower extremity as complication of procedure","S","V","136781000119101","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",44819730,"Acute venous embolism and thrombosis of deep vessels of distal lower extremity","N","V","453.42","ICD9CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",44823131,"Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity","N","V","453.40","ICD9CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",44831265,"Acute venous embolism and thrombosis of deep vessels of proximal lower extremity","N","V","453.41","ICD9CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",44832403,"Acute venous embolism and thrombosis of deep vessels of lower extremity","N","V","453.4","ICD9CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",44833588,"Venous embolism and thrombosis of superficial vessels of lower extremity","N","V","453.6","ICD9CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45420383,"Thrombosis of vein of leg","N","V","G802000","Read"
103,"[C04][H1][S01] Deep Vein Thrombosis",45423752,"Phlegmasia alba dolens - obstetric","N","V","L414.12","Read"
103,"[C04][H1][S01] Deep Vein Thrombosis",45453349,"Phlebitis of the long saphenous vein","N","V","G800000","Read"
103,"[C04][H1][S01] Deep Vein Thrombosis",45456767,"Deep vein thrombosis, leg","N","V","G801.12","Read"
103,"[C04][H1][S01] Deep Vein Thrombosis",45473577,"Deep vein thrombosis of lower limb","N","V","G801D00","Read"
103,"[C04][H1][S01] Deep Vein Thrombosis",45483559,"Phlebitis of the short saphenous vein","N","V","G800100","Read"
103,"[C04][H1][S01] Deep Vein Thrombosis",45496766,"Deep vein thrombosis of leg related to intravenous drug use","N","V","G801E00","Read"
103,"[C04][H1][S01] Deep Vein Thrombosis",45500095,"Deep vein thrombosis of leg related to air travel","N","V","G801C00","Read"
103,"[C04][H1][S01] Deep Vein Thrombosis",45506713,"Deep vein thrombosis of peroneal vein","N","V","G801F00","Read"
103,"[C04][H1][S01] Deep Vein Thrombosis",45528005,"THROMBOSIS LEG (VEIN)","N","V","453 L","OXMIS"
103,"[C04][H1][S01] Deep Vein Thrombosis",45532046,"PHLEGMASIA ALBA DOLENS","N","V","4510A","OXMIS"
103,"[C04][H1][S01] Deep Vein Thrombosis",45533508,"Acute embolism and thrombosis of femoral vein, bilateral","N","V","I82.413","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45533509,"Acute embolism and thrombosis of unspecified popliteal vein","N","V","I82.439","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45533510,"Acute embolism and thrombosis of other specified deep vein of right lower extremity","N","V","I82.491","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45538453,"Acute embolism and thrombosis of unspecified deep veins of left lower extremity","N","V","I82.402","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45538454,"Acute embolism and thrombosis of left iliac vein","N","V","I82.422","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45538455,"Acute embolism and thrombosis of other specified deep vein of unspecified lower extremity","N","V","I82.499","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45543229,"Acute embolism and thrombosis of unspecified deep veins of right lower extremity","N","V","I82.401","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45548080,"Acute embolism and thrombosis of right iliac vein","N","V","I82.421","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45552851,"Acute embolism and thrombosis of left popliteal vein","N","V","I82.432","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45552852,"Acute embolism and thrombosis of left tibial vein","N","V","I82.442","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45557597,"Acute embolism and thrombosis of unspecified deep veins of right distal lower extremity","N","V","I82.4Z1","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45562405,"Acute embolism and thrombosis of right popliteal vein","N","V","I82.431","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45562406,"Acute embolism and thrombosis of unspecified tibial vein","N","V","I82.449","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45567234,"Acute embolism and thrombosis of unspecified deep veins of unspecified lower extremity","N","V","I82.409","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45567235,"Acute embolism and thrombosis of other specified deep vein of lower extremity, bilateral","N","V","I82.493","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45572138,"Acute embolism and thrombosis of unspecified deep veins of left proximal lower extremity","N","V","I82.4Y2","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45572139,"Acute embolism and thrombosis of unspecified deep veins of left distal lower extremity","N","V","I82.4Z2","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45576922,"Acute embolism and thrombosis of unspecified deep veins of lower extremity, bilateral","N","V","I82.403","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45576923,"Acute embolism and thrombosis of unspecified deep veins of proximal lower extremity, bilateral","N","V","I82.4Y3","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45581820,"Acute embolism and thrombosis of right femoral vein","N","V","I82.411","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45581821,"Acute embolism and thrombosis of tibial vein, bilateral","N","V","I82.443","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45586635,"Acute embolism and thrombosis of left femoral vein","N","V","I82.412","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45586636,"Acute embolism and thrombosis of unspecified deep veins of unspecified distal lower extremity","N","V","I82.4Z9","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45596250,"Acute embolism and thrombosis of unspecified iliac vein","N","V","I82.429","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45596251,"Acute embolism and thrombosis of popliteal vein, bilateral","N","V","I82.433","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45596252,"Acute embolism and thrombosis of right tibial vein","N","V","I82.441","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45596253,"Acute embolism and thrombosis of other specified deep vein of left lower extremity","N","V","I82.492","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45601089,"Acute embolism and thrombosis of unspecified deep veins of right proximal lower extremity","N","V","I82.4Y1","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45605848,"Acute embolism and thrombosis of unspecified femoral vein","N","V","I82.419","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45605849,"Acute embolism and thrombosis of iliac vein, bilateral","N","V","I82.423","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45605850,"Acute embolism and thrombosis of unspecified deep veins of unspecified proximal lower extremity","N","V","I82.4Y9","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45605851,"Acute embolism and thrombosis of unspecified deep veins of distal lower extremity, bilateral","N","V","I82.4Z3","ICD10CM"
103,"[C04][H1][S01] Deep Vein Thrombosis",45773536,"Deep venous thrombosis of femoropopliteal vein","S","V","703277001","SNOMED"
103,"[C04][H1][S01] Deep Vein Thrombosis",45925159,"Phlegmasia Cerulea Dolens","N","V","130260","CIEL"
103,"[C04][H1][S01] Deep Vein Thrombosis",45925175,"DVT Femoral (Deep Venous Thrombosis)","N","V","112395","CIEL"
103,"[C04][H1][S01] Deep Vein Thrombosis",45926060,"deep venous thrombosis of profunda femoris vein","N","V","155864","CIEL"
103,"[C04][H1][S01] Deep Vein Thrombosis",45927922,"Lower Venous Segment Thrombosis","N","V","135553","CIEL"
103,"[C04][H1][S01] Deep Vein Thrombosis",45938478,"Postpartum Iliofemoral Thrombophlebitis","N","V","113513","CIEL"
103,"[C04][H1][S01] Deep Vein Thrombosis",45942963,"Phlegmasia Alba Dolens","N","V","114167","CIEL"
